U,-0.12717897,-0.3493748,-0.069604814,-0.12265478,0.08842448,0.11293424,0.033368144,-0.030762168,0.12133914,-0.1325929,0.07423526,-0.22714531,-0.17565177,-0.27029392,-0.065848514,-0.06035632,-0.30978468,0.092563435,-0.053995594,0.1538311,0.19968678,-0.2015561,-0.16293226,-0.1624672,0.11964523,-0.2923509,-0.21141167,-0.24921572,0.23359808,-0.21980743,-0.22526927,0.060081404,-0.19714797,-0.24922329,0.19068305,-0.035636507,-0.0444138,0.11904716,0.21257626,0.02692104,0.2519747,-0.11212338,0.119710855,-0.04126986,0.07790458,-0.27550432,-0.0083594,-0.069379985,0.084292665,0.15628919,0.031461094,0.060492627,0.0038876748,0.101136886,0.07291895,-0.14451799,-0.046421073,0.0022406953,-0.004109667,-0.060739465,-0.09909756,0.00678356,0.072470576,-0.023959585
G,-0.12750033,-0.35782582,-0.082145914,-0.11960581,0.09771662,0.12465837,0.03711515,-0.046951246,0.11725192,-0.14853355,0.08242221,-0.24075711,-0.17789048,-0.25948972,-0.059157453,-0.059842266,-0.3127577,0.0884168,-0.06066697,0.16049376,0.19183841,-0.2014403,-0.16582057,-0.1527583,0.12779588,-0.29982394,-0.2193616,-0.25622055,0.23460788,-0.2208214,-0.23725961,0.06894365,-0.20045353,-0.24879993,0.19814621,-0.037457895,-0.04997787,0.122669764,0.21889456,0.026329072,0.25420007,-0.107900955,0.13656332,-0.03897772,0.073619224,-0.28121093,-0.018021775,-0.067213885,0.08201003,0.14861932,0.029249743,0.05688986,0.0073920833,0.09663876,0.07590166,-0.15779752,-0.056995448,0.0010650937,-0.008575585,-0.060260724,-0.10378427,-0.00043709067,0.08251384,-0.025406841
A,-0.13710034,-0.3586406,-0.08226523,-0.1269028,0.1049556,0.12816453,0.04098285,-0.044143587,0.12118013,-0.14613725,0.073605984,-0.25097236,-0.17168814,-0.27549952,-0.07309675,-0.06380695,-0.31783867,0.09506841,-0.052740112,0.15750664,0.19985826,-0.19522484,-0.17517519,-0.15834439,0.1263408,-0.30719748,-0.22425938,-0.2533927,0.23462349,-0.21356724,-0.24327719,0.062805295,-0.19819693,-0.26253474,0.19730338,-0.04135006,-0.051425945,0.12656204,0.22345866,0.03601472,0.25562838,-0.10676603,0.13590215,-0.029324763,0.08187624,-0.2840604,-0.010301384,-0.06856039,0.083342545,0.15140066,0.043402303,0.06730957,-0.0017448391,0.088859506,0.06927964,-0.14674656,-0.046121046,0.013892779,0.004709448,-0.061713163,-0.09810922,0.011804905,0.07712326,-0.021596486
C,-0.14254728,-0.36309347,-0.074331306,-0.120978735,0.091619246,0.13041377,0.04102161,-0.040649123,0.11638396,-0.14537948,0.07222551,-0.25242046,-0.18239717,-0.27470094,-0.07303718,-0.061034884,-0.30800343,0.086127825,-0.058830168,0.1575028,0.2006774,-0.20297383,-0.17613693,-0.1594388,0.13071395,-0.30469966,-0.23154145,-0.25273335,0.23070228,-0.22201474,-0.23390326,0.07063002,-0.19382797,-0.26164258,0.19302122,-0.032089014,-0.049914774,0.12934816,0.22880006,0.020695807,0.2605122,-0.11420358,0.1341835,-0.037525024,0.07884583,-0.27428398,-0.018785633,-0.058514874,0.092832156,0.15419573,0.04162861,0.054901235,0.013857549,0.102779254,0.06818149,-0.15572104,-0.061008442,0.009976443,0.004882677,-0.050671782,-0.08846961,0.014989966,0.08913436,-0.01435589
