81.34,77.93,84.74,83.63,62.82,89.11
82.98,80.52,85.45,84.69,66.04,89.63
80.63,76.53,84.74,83.38,61.48,88.46
82.51,78.87,86.15,85.06,65.2,89.32
83.33,80.75,85.92,85.15,66.76,89.44
82.16+1.14,78.92+1.78,85.4+0.65,84.38+0.82,64.46+2.23,89.19+0.45
1.14,1.78,0.65,0.82,2.23,0.45
