5310940,-0.20035045,-0.1101567,0.044324867,0.16355075,-0.27534238,-0.0696829,-0.18945447,-0.18422958,-0.31611222,0.20407026,0.100319326,-0.0922376,0.17485252,-0.13610017,-0.02877905,-0.14883454,-0.10426575,-0.061184857,-0.029934186,0.025822656,-0.14840634,-0.07934504,0.20054826,0.03757146,0.023927703,-0.064535975,-0.098575614,0.35972527,-0.2230269,0.063524224,-0.11705818,0.11861528,-0.34169915,0.14238185,0.03230125,-0.108785816,-0.27415562,0.0014869875,0.01452954,-0.06901815,-0.42218632,-0.097720504,0.04124323,-0.05746765,-0.06399576,-0.13579248,-0.28020814,0.2555432,-0.033298858,-0.21363461,-0.28040186,-0.05435965,0.35001484,-0.1276622,-0.16363554,0.3252245,-0.03844351,-0.013221195,0.06416635,-0.14209081,-0.1284727,-0.41789693,-0.014549041,0.08284374
60750,0.002936575,-0.16451159,0.12965888,-0.10777306,-0.12370085,-0.17553748,0.14294647,-0.038250253,0.1221029,-0.25276217,0.13758296,0.057603855,-0.017383683,0.057682518,0.007518243,-0.040494684,-0.3419999,-0.09997747,-0.17083521,0.28389448,0.12811384,0.050755553,-0.03256069,-0.14312729,0.19959313,-0.2995326,-0.1560276,0.12801392,0.19067124,0.030974152,-0.00081049773,0.00811924,-0.0033292794,-0.06880694,0.006401567,-0.03390018,-0.20260178,0.025657663,-0.0131426435,-0.121343605,-0.25927094,-0.19286035,-0.01119053,0.49819595,-0.1854069,0.06944063,0.08815822,0.1823186,-0.007980589,-0.23841819,-0.30194458,0.013131528,0.06290625,0.13837321,-0.3177168,0.19435439,0.17324775,-0.21721663,-0.07612047,-0.15941538,-0.4207782,-0.26647973,-0.10335163,-0.24354061
5284616,-0.52964944,0.29034832,0.20516011,-0.14447983,-0.027215326,0.07289845,-0.633949,0.49978706,-0.18443246,0.40044916,0.084831916,0.22550516,0.2193258,0.33297804,-0.17146587,0.09021077,0.1535733,0.34016362,-0.004461363,0.40801644,-0.016545257,0.28870422,0.3315823,-0.039469074,-0.17993017,0.01525858,-0.111119986,0.054836832,0.1433815,-0.077289835,-0.124104574,0.049541306,-0.0072590844,-0.30033758,0.34970278,0.09381115,0.06329039,-0.38718373,0.1051017,-0.474311,-0.5356009,0.004758553,0.40680745,-0.19779411,-0.12673862,0.1876413,0.07740965,0.12053813,-0.33473846,0.06068369,0.20523076,0.062322907,0.1552912,0.31589758,-0.63792783,0.08051624,-0.049983785,0.10273925,0.42269447,-0.34515706,0.46763214,-0.46856555,-0.42308852,-0.28621978
2767,-0.06306628,-0.44782215,0.25036618,-0.035626993,-0.07475978,-0.045995474,-0.20332487,0.1583064,-0.10522712,-0.053005245,-0.0370896,0.16491316,0.0040847124,0.19203265,0.2594938,-0.2522013,-0.2844439,-0.16930398,-0.026238365,-0.08034687,0.1273754,0.18356167,-0.24136765,0.16863632,-0.06143282,-0.05883269,-0.19324428,-0.08373164,0.11849399,0.08715684,-0.29732305,-0.14735854,-0.009345574,-0.07358778,0.023525083,0.08467984,-0.013968776,-0.036278073,-0.026817529,-0.3264599,-0.26073632,0.06970449,-0.25119546,0.0902231,0.22781959,-0.34222156,-0.02819047,0.27897692,-0.18722098,-0.02553334,-0.058052693,-0.14530084,0.26408818,0.022057582,-0.057320587,0.012049807,-0.23466393,-0.18220477,-0.062852986,0.03444186,-0.09329111,-0.10254945,-0.06107199,0.10638427
123631,-0.38575488,0.23194082,0.20983656,0.16750368,0.23684984,0.097277194,0.03961983,0.20984092,0.0880493,-0.09041946,-0.06434276,0.045191545,-0.35257262,0.0757909,0.2994952,0.023988904,-0.20098054,0.1513564,-0.120186426,0.41929,-0.022687493,-0.1765606,0.11339402,-0.24865317,0.014021717,-0.25374165,-0.032588173,0.34688756,-0.0053184265,-0.20701277,0.25717962,-0.030275876,0.019454459,0.113535985,-0.0114663225,-0.2544477,0.07183494,-0.19358353,-0.1927815,-0.3917685,-0.3564035,-0.16736446,0.007431435,-0.031510595,0.42387033,-0.5677723,-0.27693632,0.037933424,0.13969009,-0.06234879,0.22197257,-0.092320904,0.19178037,-0.060900163,-0.18588054,0.27950168,0.045192674,-0.041215423,0.2372415,-0.17971458,-0.3307404,-0.3026465,0.10136555,-0.14594485
31703,0.006051879,0.04263817,0.09829054,0.28043395,-0.16167139,0.042537652,-0.0896429,0.21095058,-0.19074893,-0.2324793,-0.084331624,0.008849984,-0.079881586,-0.15774624,0.33451942,0.00041217945,-0.120465375,-0.23602778,0.043111075,0.30312362,-0.07046298,0.013925026,0.044341058,0.012599529,-0.081590086,0.011748426,-0.29603943,0.026041899,0.0035108933,-0.028765293,-0.10326829,0.1614581,-0.31273353,-0.041004464,0.17331752,-0.006867609,0.24395448,-0.05124895,0.2246677,0.0179717,-0.30601123,0.17807154,0.14992554,0.25005963,0.086598195,-0.15220477,0.019387443,-0.033638794,-0.0033943355,-0.13087177,-0.2910448,-0.15559684,0.08670996,0.07389326,-0.2173685,0.025570212,-0.18104957,-0.34066606,-0.05817338,-0.020344594,-0.14722896,-0.04922976,0.012511334,0.116501175
387447,-0.5829506,-0.27926117,-0.49286285,0.047499627,-0.14205196,0.10934674,0.14956433,-0.26463577,0.08110606,-0.32419217,0.11438343,0.39164206,-0.27506518,0.10789842,0.13971977,-0.07754148,0.1694244,0.13479552,-0.19535542,0.21585198,-0.12184298,0.21429534,0.34440544,-0.24078111,0.025218807,-0.1856559,-0.46637022,0.10544821,-0.08947872,-0.3254226,-0.3044183,-0.6045419,-0.30719185,-0.096838646,-0.12430676,-0.19817182,-0.4752321,-0.22632721,-0.08120782,-0.26115337,-0.048464548,0.36142045,-0.089406066,0.14356339,-0.00045225568,0.096253164,0.15478872,0.11290078,-0.21095744,-0.1796522,-0.13854313,0.40688527,0.2074864,0.0631379,0.055966787,0.17684793,-0.5320765,-0.6037709,0.27780822,-0.07331619,0.057724554,-0.27297112,0.060145378,-0.19787578
36462,-0.26298922,0.096550345,-0.057770837,0.0137829175,-0.24804015,-0.37751886,-0.23766506,0.0704094,-0.061605006,-0.18709047,-0.088105105,-0.092663966,-0.048910167,-0.053694718,-0.2372909,-0.029993648,-0.08710532,-0.2113164,0.17022352,0.102829844,-0.024010759,0.16251211,0.12474194,-0.02658702,0.008061987,-0.22595374,-0.47510877,-0.47043395,-0.15009102,-0.09920236,-0.33857998,-0.1131023,-0.15062103,0.08144242,-0.3038103,-0.2578487,0.10949639,0.06825651,-0.06242883,-0.09557935,-0.24978153,7.4437285e-06,0.2271865,0.10850292,0.3456185,-0.095553726,-0.22339782,0.19234432,0.07463494,0.129331,-0.09718867,-0.10017304,0.039477967,0.09314416,-0.124067485,-0.056915205,0.007604544,-0.4075051,-0.1538436,-0.39089605,-0.40131894,-0.2310869,-0.3308284,-0.17807351
6253,0.0013343988,0.13051306,0.09711338,0.20397887,-0.12614636,0.06362349,-0.22171564,-0.3476238,-0.047779504,0.09934167,0.116218664,-0.274025,0.01955587,-0.099629454,-0.18106778,0.10939341,-0.26784685,-0.1717854,0.12923154,0.20055749,-0.21705993,-0.037092052,-0.4637366,-0.7572165,0.124649815,0.09258543,-0.3959053,0.2140332,-0.16983293,0.1252332,0.16024928,-0.041288495,0.15395248,-0.23903912,-0.13507617,-0.05321398,0.015639683,-0.33615342,0.065754056,0.15266712,-0.5341935,-0.07875482,0.05832288,-0.22329473,0.33281246,-0.19262479,0.013323504,-0.17160816,0.003671057,0.15051875,-0.18089385,0.1445402,0.15085098,0.17303854,0.51137084,0.09823585,-0.34846663,0.0756995,0.13381433,0.15585017,-0.41777155,-0.59595436,-0.20572555,-0.1846867
5360373,0.37353903,0.64011174,-0.5469864,0.28736022,-0.39884248,0.34286484,-0.3466718,-0.19325848,0.3529824,0.16363649,0.10149034,0.19496982,-0.35511202,-0.33567786,-0.10101852,-0.4243348,0.7216269,-0.74618155,-0.2533798,-0.05819237,-0.5866005,0.882828,-0.34572396,-0.98278266,0.64504397,0.19366436,0.15438479,-0.32630765,-0.47198907,-0.09750351,0.13474602,0.2867896,-0.251329,0.51098216,0.0050079287,0.0902066,0.15141092,-0.42131716,0.8075044,-1.0467753,-0.42875418,-0.60760045,-0.65401655,0.7323136,0.15623495,-0.19903325,0.29884893,0.2802855,-0.5023073,0.58649594,0.39308012,0.19764751,0.68710005,0.48003665,-0.37966204,-0.16249709,-0.5293536,0.13864826,0.8625568,0.18918328,-0.11120425,-0.8974733,0.059208985,-0.8244
